"photo","name","cuisine","address","averagePrice","ratingValue","reviewCount","url","offer","tags/0","tags/1","tags/2","tags/3","tags/4","tags/5","tags/6","tags/7"
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/3f9d61ac-68ed-4564-81cc-8b6c98437716/cd4e98c6-8a17-42c5-9886-c15502d4c0ca.jpg","Zaranda","Mediterranean","Carrer de Bala Roja, 1,07001,Palma de Mallorca","150","9.7","94","https://www.thefork.com/restaurant/zaranda-r705771","Hipodermis. €130","YUMS x2","MICHELIN","INSIDER","Mediterranean","Accepting my yums","Welcome",,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/41a305dc-5682-4eea-af36-98bfe44fc51f/f71f6c19-f314-40bd-8af8-96e9fcf8b173.jpg","Texas Grill & Bar","Steakhouse","Av. 25 de Abril B,8200-015,Albufeira","25","8.3","24","https://www.thefork.com/restaurant/texas-grill-bar-r755354",,"Steakhouse",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/f6590159-2f9c-49a3-b604-bdc1346fb5d2/90d06626-1e62-4898-b87d-5628aa8d7daa.jpg","Xerém Restaurante","Regional","8200,8200,Albufeira","24","8.7","171","https://www.thefork.com/restaurant/xerem-restaurante-r735118",,"Regional","Accepting my yums",,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/c2e482ee-d5dd-4703-bbd2-0f1e84f9e1b2/37373bd8-90ce-4886-9cdd-c6468b2375b3.jpg","Haché - Balham","European","37 Bedford Hill,SW12 9EY,London","25","10","5","https://www.thefork.com/restaurant/hache-balham-r665825",,"YUMS x2","European",,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/347082f4-a75b-458d-9ba8-da3370394d71/8423c9d5-36d2-4f3f-a35c-afa61c33ee9a.jpg","Harajuku Gastro Sushi","Japanese","Carrer de Joan Crespí, 36,07014,Palma de Mallorca","20","9.4","621","https://www.thefork.com/restaurant/harajuku-gastro-sushi-r725824","30% off the 'a la carte' menu","PAY","Gift cards","Japanese","Welcome",,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/50190c02-f6a0-45c7-9272-273f19f534d2/673b4c4c-1a68-49f5-967c-217ef2fc1460.jpg","Ge'ez restaurant","Eritrean","Av. Victor-Ruffy 39,1012,Lausanne","30","9.3","153","https://www.thefork.com/restaurant/ge-ez-restaurant-r756313","30% off the 'a la carte' menu","YUMS x2","Eritrean",,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/10dff2fc-4209-40b2-b3d7-05b5bc5ecbf6/ece4160b-919e-46bb-b394-c0bbd3c74fbb.jpg","Atelier Fine Bouche","French","6 Route de Valbonne,06110,Le Cannet","89","9.8","378","https://www.thefork.com/restaurant/atelier-fine-bouche-r591231","30% off the 'a la carte' menu","YUMS x2","INSIDER","PAY","Gift cards","French","Accepting my yums",,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/f2bc85a5-b0e6-46af-8131-c37f0d5105fd/568f4eb4-e679-4976-b10b-652b66da9f29.jpg","Os Gregos","Greek","Av. da Liberdade 158,8200-002,Albufeira","15","8.5","80","https://www.thefork.com/restaurant/os-gregos-r583727",,"Greek",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/bca2c752-0887-4d4c-b195-f0402d7c1ef5/3eedaa18-95b2-4cd7-b2b5-ee34e5efb310.jpg","Tosca","Italian","20 Rue du Cirque,75008,Paris","105","9.5","493","https://www.thefork.com/restaurant/tosca-r327863","Instant MICHELIN €89","YUMS x2","MICHELIN","INSIDER","PAY","Gift cards","Italian",,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/914e610b-cb38-4cb4-91e7-df909fd3522e/27254e4e-7d45-4aed-a306-df1a148387c2.jpg","Bbar","European","43 Buckingham Palace Road,SW1W 0PP,London","35","8.7","113","https://www.thefork.com/restaurant/bbar-r660083","Christmas menu £45","YUMS x2","European",,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/dee6a732-8d1a-464b-b776-ef4a04a7adca/11083dbd-4534-4f28-99d7-997c1dfdd56d.jpg","Delicate' Gastrobar","European","30 Crouch Hill,N4 4AU,London","25","9.8","38","https://www.thefork.com/restaurant/delicate-gastrobar-r804061","30% off the 'a la carte' menu","YUMS x2","European","Accepting my yums",,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/e263f6e2-2d96-4e3d-aa90-e8d542c30d52/c871b3c2-0ca2-480a-9fd3-ffe51f50f156.jpg","Agapé","French","51 Rue Jouffroy d'Abbans,75017,Paris","129","8.8","1901","https://www.thefork.com/restaurant/agape-r1923","Instant MICHELIN €95","YUMS x2","MICHELIN","INSIDER","Gift cards","French","Accepting my yums",,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/2b70309d-82a4-45e2-ba2f-267657f2d3b3/ec453b9e-b885-4ff3-8dbf-44257ffd3f89.jpg","L'Aurora Italian Place","Italian","Rle de la Vinaigrerie 4,1207,Geneva","60","9.5","348","https://www.thefork.com/restaurant/l-aurora-italian-place-r746200","20% off the 'a la carte' menu","YUMS x2","INSIDER","Italian",,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/216b3de1-9622-4cf9-89f7-2887c3c92e1b/567fdbd3-47a6-4bdb-b976-d2c346dfea12.jpg","Lumbini","Indian","Rua da Esperança - 42,1200-658,Lisboa","13","9.1","1150","https://www.thefork.com/restaurant/lumbini-r626181","-30% sobre a ementa!","YUMS x2","Indian",,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/b2667e58-d630-47fd-9c7e-185f9558974d/f5e32499-ea18-46ed-9652-0b143b066244.jpg","Le Goût - L'arte dei sapori","Campano","Via S. Gennaro, 89,81100,Caserta","25","9.5","595","https://www.thefork.com/restaurant/le-gout-l-arte-dei-sapori-r723294","50% off food","YUMS x2","INSIDER","PAY","Gift cards","Campano","Accepting my yums",,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/d448df28-69cd-4ff8-9bf4-c409415b0fc0/1ed81f5c-d74b-4149-8698-f8530eaa4fdd.jpg","El Invernadero de Rodrigo de la Calle","Mediterranean","C. de Ponzano, 85,28003,Madrid","160","9.9","31","https://www.thefork.com/restaurant/el-invernadero-de-rodrigo-de-la-calle-r745447","Menú #Rojo €145","MICHELIN","PAY","Gift cards","Mediterranean","Welcome",,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/22022bd0-aaa8-457d-b7fd-b98a10a32b53/becb57e3-d275-4519-9af1-3b04e537c157.jpg","Atypical Gourmet Restaurant - Solo menù degustazione","Italian","Via Teatro, 22-24,10072,Caselle Torinese","35","9.8","2614","https://www.thefork.com/restaurant/atypical-gourmet-restaurant-solo-menu-degustazione-r51929","40% off food","YUMS x2","INSIDER","PAY","Gift cards","Italian","Accepting my yums",,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/6c7243a1-0f3b-4ac9-bf77-91ba5f7f2a1d/87527dc1-9b50-4d43-8238-6b56a75146de.png","The Sushi Co - Waterloo","Japanese","89 Lower Marsh,SE1 7AB,London","17","9.1","11","https://www.thefork.com/restaurant/the-sushi-co-waterloo-r806357","30% off the 'a la carte' menu","YUMS x2","Japanese","Accepting my yums",,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/655911d5-eac0-469a-968f-14f71eb79a0d/d4bdf6e7-521f-461d-b2aa-9a2ff14ba85d.jpg","WELKHOMEclub","Fusion","Calle del Monte Esquinza, 15,28010,Madrid","23","9.3","7532","https://www.thefork.com/restaurant/welkhomeclub-r489833","50% off the 'a la carte' menu","YUMS x2","PAY","Gift cards","Fusion","Welcome",,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/9065397f-f126-49f3-9fc5-75b86997556e/a9c757f0-ec99-42e3-a1ee-eeeb5893f38b.jpg","La Bicicleta",,"La Pl., 12,39716,Hoznayo, Cantabria","135","9.8","21","https://www.thefork.com/restaurant/la-bicicleta-r755962","La Vuelta €125","YUMS x2","MICHELIN","PAY","Gift cards","Welcome",,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/a7a01e4c-6a7e-4e50-831f-ee6c160e4895/2da4cca9-4940-49e6-aba0-db6839cdcb1e.jpg","Chez Maman","Swiss","Rampe Quidort 2,CH-1227,Genève","81","9.5","2070","https://www.thefork.com/restaurant/chez-maman-r77605","20% off the 'a la carte' menu","YUMS x2","INSIDER","Swiss",,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/f4cfa631-02ad-4908-8b06-2a2c7d1ede53/aa1b5861-f4d9-41d9-8771-0f1fc55a24e4.jpg","Amfora vinbar","International","Regeringsgatan 111,111 39,Stockholm","250","9","3143","https://www.thefork.com/restaurant/amfora-vinbar-r616935","50% off the 'a la carte' menu","YUMS x2","INSIDER","International","Accepting my yums",,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/5fb97c75-c802-4fad-ae51-1b52fbb4b4a7/5790483c-d96b-4fb9-aaf3-6683aadd2917.jpg","Orogiallo Bistrot","Mediterranean","Via Pietro de Ciccio, 4,84013,Cava de' Tirreni","40","9.3","801","https://www.thefork.com/restaurant/orogiallo-bistrot-r711766","50% off food","YUMS x2","INSIDER","PAY","Gift cards","Mediterranean",,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/ce8ed7ed-70b0-41ec-b27a-d7c111e2cde4/8c8d29cb-5027-4ebe-87c9-920db38643bb.jpg","Central Planet Restaurant Grill","Portuguese","Av. da Liberdade 44,8200-002,Albufeira","14","8","30","https://www.thefork.com/restaurant/central-planet-restaurant-grill-r732209",,"Portuguese",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/50b55c35-70d3-450f-9239-42b5fa490b5a/4e064682-2c69-479a-9d39-b117975e65c1.jpg","Black Bottle","Meat Cuisine","116-118 Darlinghurst Road,2010,Darlinghurst (NSW)","60","9.5","396","https://www.thefork.com/restaurant/black-bottle-r535331","New Year's Eve Dinner Menu A$148","YUMS x2","INSIDER","Meat Cuisine","Accepting my yums",,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/0ff3f235-efc2-4e76-873c-d410edf20956/ef1c4cf3-6d7f-43cb-a672-47aebca3dca0.jpg","RoseMar","Veneziano","Via Zara, 1,30016,Lido di Jesolo","45","9.6","297","https://www.thefork.com/restaurant/rosemar-r736223","20% off food","YUMS x2","INSIDER","PAY","Gift cards","Veneziano",,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/586f78de-1f8f-4fe4-8d34-3779709bbeca/7b534518-ed7e-4c73-b082-ffb6a2d9fc28.jpg","Italian Republic - Albufeira","Italian","R. Ramalho Ortigão 11,8200-340,Albufeira","15","9.2","1396","https://www.thefork.com/restaurant/italian-republic-albufeira-r434481",,"Italian",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/b661be9b-52ef-4ea4-a82e-1a26a9abf57a/9ccb78de-6a20-4960-b210-4a96328ab020.jpg","SolGamba","European","R. do Ténis 3,8200-186,Albufeira","25","8.9","102","https://www.thefork.com/restaurant/solgamba-r689089",,"European",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/90644b4a-3d2f-4a51-bc31-dd87ebd7c32b/87a9fb18-7a7b-44a0-b045-eca2f42a60c1.jpg","Le Parigò di Salvatore Lega","Italian","Via Duca degli Abruzzi, 65A,73048,Nardò","26","9.3","268","https://www.thefork.com/restaurant/le-parigo-di-salvatore-lega-r744761","50% off food","YUMS x2","PAY","Gift cards","Italian",,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/48f3dbd2-457d-40e5-b32b-77c5b73ae02f/5d5de408-be0d-44a4-8823-b26ba89910e8.jpg","O Barril","Portuguese","Urb. os quintalões, lote 1, vale sta. maria,8200,Albufeira","11","9.3","129","https://www.thefork.com/restaurant/o-barril-r689837",,"Portuguese",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/e86ac8b8-9190-461f-a1b2-179ec59f75ad/b8905a61-e77c-430c-9353-1370d667e3c3.jpg","Casa Nostra","Italian","Av. 25 de Abril,8200-012,Albufeira","19","8.2","39","https://www.thefork.com/restaurant/casa-nostra-r755356",,"Italian",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/f379aec3-c54c-4b79-bfbd-f32c6720e8e2/a9d8cfb9-b3fb-48b1-8b5d-4e0b3d7667e2.jpg","Grill en Oven","Portuguese","Av. Sá Carneiro 35,8200-385,Albufeira","15",,"40","https://www.thefork.com/restaurant/grill-en-oven-r572301",,"Portuguese",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/12f4a75b-bd41-493f-aad0-5490ae847973/d800fda0-aee2-46ce-8c53-b8857c03421a.jpg","Vino by Paper Moon","Italian","Estrada da Galé,8200-385,Albufeira","40","9.3","3","https://www.thefork.com/restaurant/vino-by-paper-moon-r804171",,"Italian",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/55a8b487-6bcc-41c1-9de2-09634ab40442/9f4a1f74-5192-4c41-ab5b-db27f67cdb1b.jpg","Atlântico","Portuguese","R. Gen. Humberto Delgado 30,8200-447,Albufeira","16","8.6","71","https://www.thefork.com/restaurant/atlantico-r731195",,"Portuguese",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/31a7e404-dd71-443c-9e2d-9a8c3fee24be/bda46a5a-392b-4c91-ae1e-384c5a2fef8f.jpg","Il Basilico Algarve","Italian","PortoBay Falésia - Quinta do Milharó - Olhos de Água,8200-591,Albufeira","23","9","92","https://www.thefork.com/restaurant/il-basilico-algarve-r737426",,"Italian",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/a780631e-a823-49d2-b7ab-3d3c9cb73018/d8f2e7dc-a9c1-419c-bdaa-dc96706809de.jpg","Ramos","European","Av. Sá Carneiro, 31,8200-340,Albufeira","15",,"92","https://www.thefork.com/restaurant/ramos-r389931",,"European",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/048bebcd-644e-474c-adf4-56754798cd0f/b4509c63-9958-4462-a613-7f79104972d9.jpg","Alecrim","Mediterranean","R. Alexandre O'Neil, Jupiter Albufeira Hotel,8200-343,Albufeira","25",,"9","https://www.thefork.com/restaurant/alecrim-r681997",,"Mediterranean",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/d7bfc5cd-3c1b-4398-a4a2-762f3d8cb4c4/3b52bd30-c163-45e9-9907-e1e4b4f6ddb9.jpg","Uzonj","Mediterranean","8200-278,8200-278,Albufeira","25","8.7","291","https://www.thefork.com/restaurant/uzonj-r65222",,"Mediterranean",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/891d595d-5064-4115-9cc6-3a9c6f4f18fb/040ba761-74e2-4262-a0b9-b0ef14dc0ef5.jpg","A Taberna ","Portuguese","Rua Alexandre O'Neill,8200-343,Albufeira","43",,"1","https://www.thefork.com/restaurant/a-taberna-r706709",,"Portuguese",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/095216a3-e8f1-4005-82d6-2cc6d81ac9d9/55474d6b-014d-436d-a445-0dd5fb9b9866.jpg","UDDO","Japanese","EPIC SANA Algarve Hotel - Pinhal do Concelho, Praia da Falésia,8200-593,Albufeira","45","9","107","https://www.thefork.com/restaurant/uddo-r705933",,"Japanese",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/a72e0b61-ab9d-4d1c-9542-a081df13a79a/c7455099-1634-4790-a799-e8b965d5a7c0.jpg","Open Deck ","Portuguese","EPIC SANA Algarve Hotel Pinhal do Concelho, Praia da Falésia, Olhos de Água,8200-593,Albufeira","33",,"10","https://www.thefork.com/restaurant/open-deck-r498585",,"Portuguese",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/36355b98-1639-4db4-b9ab-21984d990de4/0515d2d1-48b4-4f54-a6c3-a1e9e1067914.jpg","Hébé","Mediterranean","15 Rue Frédéric Sauton,75005,Paris","50","9.3","698","https://www.thefork.com/restaurant/hebe-r425587","30% off the 'a la carte' menu","YUMS x2","PAY","Gift cards","Mediterranean",,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/4dd8ab49-ca67-4118-a694-08b42f6446a5/520e6c71-c260-4001-84fe-685a4bf01614.jpg","Adega do David","Portuguese","R. Fernão de Magalhães 16,8200-260,Albufeira","18","8.2","74","https://www.thefork.com/restaurant/adega-do-david-r342331",,"Portuguese",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/b25bb6a8-e25d-4fc5-89b5-6b6d279486f4/5bafa5bc-fc80-472f-b736-0815c34aeee2.jpg","Lima","Vegetarian","EPIC SANA Algarve Hotel Pinhal do Concelho, Praia da Falésia, Olhos de Água,8200-593,Albufeira","40","8.8","145","https://www.thefork.com/restaurant/lima-r498601",,"Vegetarian",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/85fc7484-9808-4faa-a63c-bc8a44c33641/9ae951e8-7e8c-437d-9503-0a223bb350b9.jpg","Curry Leaves","Indian","Estr. de Santa Eulália, Edificio Oura Branca, lote 6, loja 11,8200-269,Albufeira","18","8.9","13","https://www.thefork.com/restaurant/curry-leaves-r657123",,"Indian",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/1f8e0a35-549f-4127-bb70-1b0ff06f755d/33d2cd8c-f8f4-4a11-a982-88666555ee81.jpg","Taverna Olhos D'Água","Mediterranean","R. Torre da Medronheira 1,8200-650,Olhos de Água","15","8.8","64","https://www.thefork.com/restaurant/taverna-olhos-d-agua-r756109",,"Mediterranean",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/41a88ce3-53ce-4ed8-842f-1aa631f5a264/b6796e39-ebdb-4ca4-a2ff-c1d0e38f2c7a.jpg","Tasca da Cascata","Mediterranean","R. de Dunfermline, Lote 12,8200-284,Albufeira","13","4","4","https://www.thefork.com/restaurant/tasca-da-cascata-r714221",,"Mediterranean",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/eabd3a9d-aea0-4990-94ab-4463bbb9dc98/670032f9-ee24-4c00-8457-76c18cf9164a.jpg","Frank's","European","Urbanizaçao Vila Praia, Rua Torre da Medronheira 1,8200-635,Albufeira","37","9.4","209","https://www.thefork.com/restaurant/frank-s-r735677",,"INSIDER","European",,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/5cc09da2-8e6f-4575-8067-1b54f4355538/08526547-10e4-4699-bbb9-097b55b967d7.png","Alisios Terraço","Mediterranean","Av. Infante Dom Henrique 83,8200-916,Albufeira","40","8.9","80","https://www.thefork.com/restaurant/alisios-terraco-r466777",,"Mediterranean",,,,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/0dcda40f-10be-45b9-84a6-259f6de5b5b3/64cbf8a3-3040-498a-a3a9-8741cc50f7df.jpg","L'Huîtrier","French","16, rue Saussier Leroy,75017,Paris","75","9.5","954","https://www.thefork.com/restaurant/l-huitrier-r1398","20% off the 'a la carte' menu","YUMS x2","INSIDER","French",,,,,
"https://res.cloudinary.com/tf-lab/image/upload/restaurant/71ce6516-edb2-4aa4-8037-7c16f744aba3/e1ed75c3-44e0-48b1-8c6e-78c8ab24c7c8.jpg","Di São Paulo - Esfiharia & Pizzaria","Italian","Beco Vitorino Nemésio,8200-291,Albufeira","13","9.2","26","https://www.thefork.com/restaurant/di-sao-paulo-esfiharia-pizzaria-r752467",,"Italian",,,,,,,
