,name,address,location,longitude,latitude,location2,location3
815,Sukhothai,"R. da Atalaia 77,Lisboa, Portugal","Almada, Portugal",-9.1450445,38.7124486,Lisboa,Almada
816,Taqueria do Chiado,"Rua da Trindade - 36C,Lisboa, Portugal","Almada, Portugal",-9.1422087,38.7118435,Lisboa,Almada
817,Green Burger,"Praça da Alegria 40,Lisboa, Portugal","Almada, Portugal",-8.5993701,41.1444588,Lisboa,Almada
818,Peixola,"Rua do Alecrim, 35,Lisboa, Portugal","Almada, Portugal",-9.1434623,38.7078934,Lisboa,Almada
819,Restaurante Ouro,"Rua Áurea - 100,Lisboa, Portugal","Almada, Portugal",-9.1381798,38.7099418,Lisboa,Almada
820,Café IN - Sushi & Meat,"Av. Brasília, Pavilhão Nascente 311,Lisboa, Portugal","Almada, Portugal",-9.1297028,38.81301302,Lisboa,Almada
821,Corrupio,"Rua da Moeda 1, F/G, 1200-275 Lisboa,Lisboa, Portugal","Almada, Portugal",-9.1472322,38.7076465,Lisboa,Almada
822,MBH Hamburgueseria Alcantara,"Rua Vieira da Silva 56, 1350-342,Lisbon, Portugal","Almada, Portugal",-9.1734488,38.7055105,Lisbon,Almada
823,Casa Tradição,"Travessa do Almargem - 4,Lisboa, Portugal","Almada, Portugal",-9.13207155,38.70948685,Lisboa,Almada
824,Pizzaria Luzzo Santos,"Calçada Marquês de Abrantes, 15A,Lisboa, Portugal","Almada, Portugal",-9.1522451,38.7085276,Lisboa,Almada
825,Mano a Mano,"R. do Alecrim 22,Lisboa, Portugal","Almada, Portugal",-9.1433027,38.7075445,Lisboa,Almada
826,Sala de Corte,"Praça Dom Luís I 7,Lisboa, Portugal","Almada, Portugal",-9.1472817,38.7069371,Lisboa,Almada
827,The Reception Brunch,"R. dos Fanqueiros 93,Lisboa, Portugal","Almada, Portugal",-9.1358647,38.7102687,Lisboa,Almada
828,El Cebichero,"Praça das Flores 46, 1200-192 Lisboa,Lisboa, Portugal","Almada, Portugal",-9.1516379,38.7153483,Lisboa,Almada
829,Hana Sushi & Thai,"Travessa da Tapada - 3,Lisboa, Portugal","Almada, Portugal",-9.1807829,38.7055664,Lisboa,Almada
830,Tanuki Sushi Augusta,"R. de São Nicolau 78,Lisboa, Portugal","Almada, Portugal",-9.13779321,38.71027448,Lisboa,Almada
831,Beer&Wine Up,"Rua do Alecrim, 49,Lisboa, Portugal","Almada, Portugal",-9.1434246,38.7082123,Lisboa,Almada
832,Lugar Marcado,"R. Regedor 7,Lisboa, Portugal","Almada, Portugal",-9.1358215,38.7125368,Lisboa,Almada
833,Eating Bear - Adhoc Wine,"Rua da Madalena - 62/64,Lisboa, Portugal","Almada, Portugal",-9.1349664,38.7098373,Lisboa,Almada
834,Tasca da Memória,"Tv. da Memória 62 - Hotel Wine & Books,Lisboa, Portugal","Almada, Portugal",-9.1356411,38.70700836,Lisboa,Almada
835,Matte Lisboa,"22 Calçada Marquês de Abrantes,Lisboa, Portugal","Almada, Portugal",-9.1526001,38.7085058,Lisboa,Almada
836,India Gate,"Rua da Padaria 18,Lisboa, Portugal","Almada, Portugal",-9.1344208,38.7094913,Lisboa,Almada
837,Djairsound,"R. das Janelas Verdes, 22,Lisboa, Portugal","Almada, Portugal",-9.1590294,38.706245,Lisboa,Almada
838,IZANAGI SushiCafé,"Doca de Santo Amaro Armazém 0,Lisbon, Portugal","Almada, Portugal",-9.17595597,38.70007633,Lisbon,Almada
839,Cais de Belém,"Rua Vieira Portuense - 64,Lisboa, Portugal","Almada, Portugal",-9.2028674,38.6969599,Lisboa,Almada
840,Crouton,"R. de São Bento 337A,Lisboa, Portugal","Almada, Portugal",-9.1556449,38.7185867,Lisboa,Almada
841,Brilhante,"R. Moeda 1H,Lisboa, Portugal","Almada, Portugal",-9.1471776,38.7077992,Lisboa,Almada
842,Lisboa à Noite,"Rua das Gáveas 69,Lisboa, Portugal","Almada, Portugal",-9.1434745,38.7120708,Lisboa,Almada
843,Rico Sabor,"Travessa dos Fiéis de Deus - 28,Lisboa, Portugal","Almada, Portugal",-9.1439432,38.711928,Lisboa,Almada
844,Leziria Casa de Petiscos,"R. São João da Mata, 46,Lisboa, Portugal","Almada, Portugal",-9.1583421,38.7075582,Lisboa,Almada
845,Gin Lovers Bar & Restaurant,"Praça do Príncipe Real 26,Lisboa, Portugal","Almada, Portugal",-9.1484567,38.7168309,Lisboa,Almada
846,Comida de Santo,"Calçada Eng. Miguel Pais 39,Lisbon, Portugal","Almada, Portugal",-9.1514911,38.7172546,Lisbon,Almada
847,Mannys Place,"R. da Barroca 92,Lisboa, Portugal","Almada, Portugal",-9.144531,38.712206,Lisboa,Almada
848,Contrabando Restaurante e Bar,"Av. 24 de Julho. 90,Lisboa, Portugal","Almada, Portugal",-9.1599279,38.704774,Lisboa,Almada
849,Gusto Taberu,"R. das Fontaínhas 38,Lisboa, Portugal","Almada, Portugal",-9.1749748,38.7062302,Lisboa,Almada
850,Vista do Castelo,"Calçada do Duque - 27,Lisboa, Portugal","Almada, Portugal",-9.2001317,38.7007304,Lisboa,Almada
851,Malmequer Bemmequer,"R. de São Miguel 23,Lisboa, Portugal","Almada, Portugal",-9.12964102,38.71088652,Lisboa,Almada
852,In.Vulgar,"Rua dos Fanqueiros - 308,Lisboa, Portugal","Almada, Portugal",-9.1368546,38.713176,Lisboa,Almada
853,São Rafael,"Largo de São Rafael 1,Lisboa, Portugal","Almada, Portugal",-9.1292663,38.7104549,Lisboa,Almada
854,Italian Republic - Bacalhoeiros,"Rua dos Bacalhoeiros 95,Lisboa, Portugal","Almada, Portugal",-9.1337574,38.7090941,Lisboa,Almada
855,Mae’s kitchen,"Rua Convento da Encarnação - 1,Lisboa, Portugal","Almada, Portugal",-9.138455,38.7155392,Lisboa,Almada
856,Casa da Feijoada,"R. Gilberto Rola 22,Lisboa, Portugal","Almada, Portugal",-9.17220316,38.70492618,Lisboa,Almada
857,M’Arrecreo,"Rua São Pedro de Alcântara 35,Lisboa, Portugal","Almada, Portugal",-9.1440126,38.7139306,Lisboa,Almada
858,Wine Not?,"R. Ivens, 45,Lisboa, Portugal","Almada, Portugal",-9.1401959,38.7102059,Lisboa,Almada
859,Taverna Del Rey,"Largo do Chafariz de Dentro - 14,Lisboa, Portugal","Almada, Portugal",-9.1284123,38.7112052,Lisboa,Almada
860,Nunes Real Marisqueira,"R. Bartolomeu Dias 172 E e F,Lisboa, Portugal","Almada, Portugal",-9.2144012,38.6950837,Lisboa,Almada
861,Nori Restaurant Japonês,"Rua da Cruz dos Poiais 89,Lisboa, Portugal","Almada, Portugal",-9.1513911,38.7122022,Lisboa,Almada
862,Restaurante Trivial,"Rua da Palmeira n 44-A,Lisboa, Portugal","Almada, Portugal",-9.139659,38.8103586,Lisboa,Almada
863,Pita Gourmet - Campo de Ourique,"Rua Possidónio da Silva - 182,Lisboa, Portugal","Almada, Portugal",-9.1675391,38.7125361,Lisboa,Almada
864,O Guerreiro,"Rua de Santa Cruz do Castelo - 50,Lisboa, Portugal","Almada, Portugal",-9.1328214,38.7128392,Lisboa,Almada
865,Grapes and Bites,"R. do Norte 85,Lisboa, Portugal","Almada, Portugal",-9.1437964,38.7119622,Lisboa,Almada
866,Okah Rooftop - Bar & Restaurant,"Cais Rocha Conde de Óbidos, Edifico LACS, Rooftop, Santos, Lisboa,Lisboa, Portugal","Almada, Portugal",-9.15530491,38.70625305,Lisboa,Almada
867,Boca D'Uva,"R. das Farinhas 42,Lisboa, Portugal","Almada, Portugal",-9.1353465,38.7138803,Lisboa,Almada
868,Miss Dumpling,"Tv. dos Mastros 25,Lisboa, Portugal","Almada, Portugal",-9.1522885,38.7092647,Lisboa,Almada
869,GunPowder Lisbon,"R. Nova da Trindade 13,Lisboa, Portugal","Almada, Portugal",-9.1426791,38.7125174,Lisboa,Almada
870,Confraria LX,"R. do Alecrim 12A,Lisboa, Portugal","Almada, Portugal",-9.1433706,38.7070415,Lisboa,Almada
871,Segundo Muelle,"Praça Dom Luís I, 30,Lisboa, Portugal","Almada, Portugal",-9.1467144,38.7075993,Lisboa,Almada
872,mangiamo?,"Rua Catarina Eufémia - 34C,Sobreda, Portugal","Almada, Portugal",-9.1727573,38.6353608,Sobreda,Almada
873,Drogaria,"R. Joaquim Casimiro 8, 1200-696 Lisboa,Lisboa, Portugal","Almada, Portugal",-9.1671908,38.7051927,Lisboa,Almada
874,Fumeiro de Santa Catarina,"Tv. Alcaide 4C,Lisboa, Portugal","Almada, Portugal",-9.1491967,38.7098983,Lisboa,Almada
875,Kais,"Cais da Viscondessa,Lisboa, Portugal","Almada, Portugal",-9.1356411,38.70700836,Lisboa,Almada
876,Tentações de Gôa,"Rua S. Pedro Mártir - 23,Lisbon, Portugal","Almada, Portugal",-9.1359939,38.7144252,Lisbon,Almada
877,Os Tibetanos,"R. do Salitre 117,Lisboa, Portugal","Almada, Portugal",-9.1487584,38.7197353,Lisboa,Almada
878,Meating SteakHouse,"Rua Cândido dos Reis 72 - 74,Cacilhas, Portugal","Almada, Portugal",-9.14900128,38.68650215,Cacilhas,Almada
879,SUD Lisboa Terrazza,"Avenida Brasília - Pavilhão Poente (ao lado do MAAT),Lisboa, Portugal","Almada, Portugal",-9.1356411,38.70700836,Lisboa,Almada
880,TERROIR Restaurante,"Rua dos Fanqueiros - 182,Lisboa, Portugal","Almada, Portugal",-9.13637513,38.71191157,Lisboa,Almada
881,Federico,"R. do Diário de Notícias 150,Lisboa, Portugal","Almada, Portugal",-9.1445128,38.7140638,Lisboa,Almada
882,Wel Well Center,"R. Marcos Portugal 18A,Lisboa, Portugal","Almada, Portugal",-9.1523095,38.7162226,Lisboa,Almada
883,Restaurante Vietnamita Luz Saigon,"R. Prof. Juvenal Esteves 4, loja 7,Lisboa, Portugal","Almada, Portugal",-9.1747988,38.7047231,Lisboa,Almada
884,Taberna da Esperança,"Rua da Esperança 112,Lisboa, Portugal","Almada, Portugal",-9.1549963,38.7081368,Lisboa,Almada
885,Cusek - Bairro Alto,"R. do Diário de Notícias 66,Lisboa, Portugal","Almada, Portugal",-9.144084,38.7122327,Lisboa,Almada
886,Água pela Barba,"R. do Almada, 29/31,Lisboa, Portugal","Almada, Portugal",-9.1467364,38.7100047,Lisboa,Almada
887,Planto,"Rua da Boavista 69A,Lisboa, Portugal","Almada, Portugal",-9.1496942,38.708823,Lisboa,Almada
888,Bica Sour,"R. da Bica de Duarte Belo 31,Lisboa, Portugal","Almada, Portugal",-9.1462247,38.7099084,Lisboa,Almada
889,Gastrobar Winebar,"Largo da Academia Nacional de Belas Artes 18,Lisboa, Portugal","Almada, Portugal",-9.1399343,38.7084882,Lisboa,Almada
890,"Santa Bica - Eat, Drink, Sleep","Travessa do Cabral - 37,Lisbon, Portugal","Almada, Portugal",-9.14623426,38.7093301,Lisbon,Almada
891,Antù Alfama,"Beco de São Miguel, 1100-538 Lisboa, Portugal,Lisboa, Portugal","Almada, Portugal",-9.12964065,38.71093148,Lisboa,Almada
892,Petiscaria Ideal,"Rua da Esperança 100,Lisboa, Portugal","Almada, Portugal",-9.1548556,38.7081927,Lisboa,Almada
893,Canto Da Atalaia,"R. da Atalaia 13,Lisboa, Portugal","Almada, Portugal",-9.1449226,38.7114941,Lisboa,Almada
894,Espaço Açores,"Largo Boa Hora à Ajuda 19,Lisboa, Portugal","Almada, Portugal",-9.1940503,38.7035402,Lisboa,Almada
895,Santo Graal - Campo de Ourique,"R. Ferreira Borges 45,Lisbon, Portugal","Almada, Portugal",-9.16403827,38.71634517,Lisbon,Almada
896,Solidó,"Calçada do Duque 35,Lisboa, Portugal","Almada, Portugal",-9.2021701,38.7034996,Lisboa,Almada
897,Meson Andaluz Lisboa,"Travessa do Alecrim - 4,Lisboa, Portugal","Almada, Portugal",-9.1929472,38.7040706,Lisboa,Almada
898,Tabik,"Av. da Liberdade 29 A,Lisboa, Portugal","Almada, Portugal",-9.163604,38.849544,Lisboa,Almada
899,Café Pit,"Rua Augusto Rosa - 19,Lisboa, Portugal","Almada, Portugal",-9.1319163,38.7102019,Lisboa,Almada
900,Mex Factory,"Rua Rodrigues de Faria - 103 - Edifício H 0.09A,Lisboa, Portugal","Almada, Portugal",-9.17884215,38.70348105,Lisboa,Almada
901,Oitonove,"R. da Barroca 89,Lisboa, Portugal","Almada, Portugal",-9.1446242,38.7120797,Lisboa,Almada
902,Maruto,"R. Cais de Santarém 30,Lisboa, Portugal","Almada, Portugal",-9.1301435,38.7093083,Lisboa,Almada
903,Castro Restaurante,"Rua das Gáveas 74-78,Lisboa, Portugal","Almada, Portugal",-9.1433744,38.7122133,Lisboa,Almada
904,Sancho - Lisboa,"Travessa da Glória nº. 14,Lisboa, Portugal","Almada, Portugal",-9.1439121,38.7172414,Lisboa,Almada
905,Season,"R. Nova da Piedade 62, 1200-299,Lisboa, Portugal","Almada, Portugal",-9.1530583,38.7142232,Lisboa,Almada
906,La Paparrucha,"R. Dom Pedro V 18/20,Lisboa, Portugal","Almada, Portugal",-9.1454748,38.7157095,Lisboa,Almada
907,Consensual,"Travessa da Água da Flôr, 42, Bairro Alto,Lisboa, Portugal","Almada, Portugal",-9.1448771,38.713566,Lisboa,Almada
908,Geographia,"Rua Conde 1,Lisboa, Portugal","Almada, Portugal",-9.1365758,38.7553905,Lisboa,Almada
909,Pizzeria Romana BIO,"R. de São João da Praça 75,Lisboa, Portugal","Almada, Portugal",-9.1307529,38.7095547,Lisboa,Almada
910,XXL by Olivier,"Calçada da Estrela 57,Lisboa, Portugal","Almada, Portugal",-9.1548615,38.712085,Lisboa,Almada
911,Tiles Restaurant and Bar,"Rua de S. Paulo 33,Lisboa, Portugal","Almada, Portugal",-9.1436725,38.7074664,Lisboa,Almada
912,Nikkei,"Doca do Bom Sucesso - Edif. Vela Latina,Lisboa, Portugal","Almada, Portugal",-9.1356411,38.70700836,Lisboa,Almada
913,Fama d'Alfama Restaurante,"Rua do Terreiro do Trigo - 80,Lisboa, Portugal","Almada, Portugal",-9.1289092,38.7104411,Lisboa,Almada
914,The Insólito,"Rua São Pedro de Alcântara, 83,Lisboa, Portugal","Almada, Portugal",-9.1446862,38.7149795,Lisboa,Almada
915,Maria do Carmo,"R. da Oliveira ao Carmo 1,Lisboa, Portugal","Almada, Portugal",-9.1412877,38.7121815,Lisboa,Almada
916,Swaagat The Taste of India,"Rua dos Correeiros - 122/128,Lisboa, Portugal","Almada, Portugal",-9.1356411,38.70700836,Lisboa,Almada
917,Bohemia Lx - Sé Casa de Fado,"Travessa do Almargem - 4A,Lisboa, Portugal","Almada, Portugal",-9.1320725,38.7093554,Lisboa,Almada
918,O Caracol,"R. da Barroca 14,Lisboa, Portugal","Almada, Portugal",-9.1444401,38.7112342,Lisboa,Almada
919,Antù Cais do Sodré,"Rua do Corpo Santo 22,Lisboa, Portugal","Almada, Portugal",-9.1426527,38.7073499,Lisboa,Almada
920,Pizzaiollo Chiado by Fullest ,"Largo Rafael Bordalo Pinheiro - 29,Lisboa, Portugal","Almada, Portugal",-9.141653,38.711704,Lisboa,Almada
921,Taberna da Baixa,"Rua dos Fanqueiros 161,Lisbon, Portugal","Almada, Portugal",-9.1363802,38.7115366,Lisbon,Almada
922,Tamarind,"Rua da Glória 43,Lisbon, Portugal","Almada, Portugal",-9.144153,38.7167048,Lisbon,Almada
923,Farol de Santa Luzia,"Largo de Santa Luzia 5,Lisboa, Portugal","Almada, Portugal",-9.1306177,38.7117577,Lisboa,Almada
924,Osteria Bellosguardo,"Rua Castelo Picão - 11,Lisboa, Portugal","Almada, Portugal",-9.1295216,38.7117014,Lisboa,Almada
925,Santo Graal - Ajuda,"Calçada da Ajuda 113ch,Lisbon, Portugal","Almada, Portugal",-9.1996073,38.7035054,Lisbon,Almada
926,O Fatica,"R. dos Mastros 33,Lisboa, Portugal","Almada, Portugal",-9.1523466,38.709344,Lisboa,Almada
927,BemBelém,"R. Vieira Portuense 72,Lisboa, Portugal","Almada, Portugal",-9.2029757,38.6969854,Lisboa,Almada
928,Sacramento do Chiado,"Calçada do Sacramento 40 a 46,Lisboa, Portugal","Almada, Portugal",-9.1403088,38.7115106,Lisboa,Almada
929,Pap'Açorda,"Av. 24 de Julho 49 - 1 piso,Lisboa, Portugal","Almada, Portugal",-9.1440732,38.7065402,Lisboa,Almada
930,Taberna Tosca,"Praça São Paulo 21,Lisboa, Portugal","Almada, Portugal",-9.1444374,38.7075522,Lisboa,Almada
931,Bono Lisboa,"Calçada Ferragial 9,Lisboa, Portugal","Almada, Portugal",-9.14153059,38.7076187,Lisboa,Almada
932,The Decadente Restaurante & Bar,"Rua de São Pedro de Alcântara - 81,Lisboa, Portugal","Almada, Portugal",-9.1446274,38.71489,Lisboa,Almada
933,Soju Pocha,"Rua da Rosa - 99,Lisboa, Portugal","Almada, Portugal",-9.13989085,38.7186829,Lisboa,Almada
934,Pizzaria Tapas La Casa,"Rua dos Correiros - 170,Lisboa, Portugal","Almada, Portugal",-9.137763,38.7121425,Lisboa,Almada
935,Seventh Brunch Liberdade,"R. da Conceição da Glória 49,Lisboa, Portugal","Almada, Portugal",-9.1451116,38.7172142,Lisboa,Almada
936,Malfamati,"R. Afonso de Albuquerque 4,Lisboa, Portugal","Almada, Portugal",-9.1323481,38.7092326,Lisboa,Almada
937,A Gaúcha – Grelhados e Companhia,"Rua dos Bacalhoeiros - 26C,Lisboa, Portugal","Almada, Portugal",-9.1339681,38.709216,Lisboa,Almada
938,Tapas n´Friends Rua Augusta,"R. Augusta 180,Lisboa, Portugal","Almada, Portugal",-9.1378517,38.7113504,Lisboa,Almada
939,Pub Português,"R. da Barroca 15,Lisboa, Portugal","Almada, Portugal",-9.1445536,38.7112262,Lisboa,Almada
940,Tapas N Friends - São Nicolau,"Rua São Nicolau 49,Lisbon, Portugal","Almada, Portugal",-9.1370482,38.7103407,Lisbon,Almada
941,Valle Flor,"R. Jau 54 - Pestana Palace,Lisbon, Portugal","Almada, Portugal",-9.1356411,38.70700836,Lisbon,Almada
942,RIB Beef & Wine - Lisboa,"Praça do Comércio 31A,Lisboa, Portugal","Almada, Portugal",-9.13570062,38.70800852,Lisboa,Almada
943,Santa Restaurante & Bar,"Rua São João da Praça - 103,Lisboa, Portugal","Almada, Portugal",-9.1320104,38.7094871,Lisboa,Almada
944,Restaurante Terra Lisboa,"R. Q.ta do Almargem 7,Lisboa, Portugal","Almada, Portugal",-9.1356411,38.70700836,Lisboa,Almada
945,Il Carpaccio,"Rua dos Correeiros - 153,Lisboa, Portugal","Almada, Portugal",-9.1378175,38.7119034,Lisboa,Almada
946,Italian Republic - Campo de Ourique,"R. Tomás da Anunciação 45B,Lisboa, Portugal","Almada, Portugal",-9.1657226,38.7175957,Lisboa,Almada
947,Jamie's Italian Lisboa,"Praça do Príncipe Real 28A,Lisboa, Portugal","Almada, Portugal",-9.14819,38.7166777,Lisboa,Almada
948,Crispy Mafya,"R. Cecílio de Sousa 85, 1200-100,Lisboa, Portugal","Almada, Portugal",-9.1496377,38.7169883,Lisboa,Almada
949,Organi - Chiado,"Calçada Nova de São Francisco, 2,Lisbon, Portugal","Almada, Portugal",-9.1395629,38.7102972,Lisbon,Almada
950,Mar ao Carmo,"Largo do Carmo 21,Lisboa, Portugal","Almada, Portugal",-9.1411518,38.7119789,Lisboa,Almada
951,Neri,"Largo do Rato 4A,Lisboa, Portugal","Almada, Portugal",-9.203916,38.6978248,Lisboa,Almada
952,Maat Café & Kitchen,"Avenida Brasília - MAAT,Lisboa, Portugal","Almada, Portugal",-9.1461184,38.7054576,Lisboa,Almada
953,Bohemia Lx - St António Casa de Fado,"CALÇADA DO CORREIO VELHO N7,Lisboa, Portugal","Almada, Portugal",-9.1340532,38.71072795,Lisboa,Almada
954,Gandhi Palace - Praça da Figueira,"R. dos Douradores 167,Lisboa, Portugal","Almada, Portugal",-9.1373283,38.7129259,Lisboa,Almada
955,Quotidiano,"Largo das Fontaínhas 7,Lisboa, Portugal","Almada, Portugal",-9.1767404,38.7043295,Lisboa,Almada
956,Zambeze,"Calçada do Marquês de Tancos, Ed EMEL,Lisboa, Portugal","Almada, Portugal",-9.13562355,38.71264719,Lisboa,Almada
957,Matchamama,"R. Rodrigues Faria 103,Lisbon, Portugal","Almada, Portugal",-9.17884215,38.70348105,Lisbon,Almada
958,Arco do Castelo,"Rua do Chão da Feira, 25,Lisboa, Portugal","Almada, Portugal",-9.1326392,38.7121401,Lisboa,Almada
959,Páteo de Alfama,"Rua São João da Praça - 18,Lisboa, Portugal","Almada, Portugal",-9.1298843,38.7101959,Lisboa,Almada
960,Rooftop at The Art Inn,"R. 1º de Dezembro 31,Lisboa, Portugal","Almada, Portugal",-9.1400265,38.7130854,Lisboa,Almada
961,Amélia,"R. Ferreira Borges 101,Lisboa, Portugal","Almada, Portugal",-9.164144,38.7176984,Lisboa,Almada
962,Lisboa Vadia,"Rua de São Mamede - 33A,Lisboa, Portugal","Almada, Portugal",-9.1354201,38.7115066,Lisboa,Almada
963,Pizzaiollo Sé by Fullest,"Rua Cruzes da Sé - 29,Lisboa, Portugal","Almada, Portugal",-9.1327254,38.7095429,Lisboa,Almada
964,Le Jardin D' Éden Lisboa,"R. Correia Teles 107A,Lisboa, Portugal","Almada, Portugal",-9.1708543,38.7190939,Lisboa,Almada
965,Em Alta na Baixa,"R. de São Nicolau 22,Lisboa, Portugal","Almada, Portugal",-9.1364843,38.710605,Lisboa,Almada
966,Tágide,"Largo da Academia Nacional de Belas Artes 19,Lisboa, Portugal","Almada, Portugal",-9.1399559,38.7084499,Lisboa,Almada
967,Ristorante La Squadra,"Praça da Figueira,Lisbon, Portugal","Almada, Portugal",-9.13889027,38.71278,Lisbon,Almada
968,Cofre Verde,"Rua de São Julião - 112,Lisboa, Portugal","Almada, Portugal",-9.144823,38.7079884,Lisboa,Almada
969,Solar da Beira Baixa,"R. do Arco do Marquês de Alegrete 2F,Lisboa, Portugal","Almada, Portugal",-9.1362163,38.7143514,Lisboa,Almada
970,Guelra - Ocean to Table,"R. de Belém 35,Lisboa, Portugal","Almada, Portugal",-9.2023942,38.6971803,Lisboa,Almada
971,Bem Haja Lisboa,"R. Marcos Portugal 1 - Príncipe Real,Lisboa, Portugal","Almada, Portugal",-9.1518496,38.7152763,Lisboa,Almada
972,Cacau Gastrobar,"Rua Vieira da Silva - 12,Lisboa, Portugal","Almada, Portugal",-9.1734542,38.7048242,Lisboa,Almada
973,Farta Brutos,"Tv. da Espera 16 a 20,Lisboa, Portugal","Almada, Portugal",-9.1434492,38.7115487,Lisboa,Almada
974,Chapitô à Mesa - Restaurante,"Costa do Castelo 1,Lisboa, Portugal","Almada, Portugal",-9.1336423,38.7115832,Lisboa,Almada
975,1300 Taberna,"R. Rodrigues de Faria 103,Lisboa, Portugal","Almada, Portugal",-9.17884215,38.70348105,Lisboa,Almada
976,Café IN  - Peixe fresco e Marisco,"Av. Brasília, Pavilhão Nascente 311,Lisboa, Portugal","Almada, Portugal",-9.1297028,38.81301302,Lisboa,Almada
977,La Serra,"R. Fradesso da Silveira 2,Lisboa, Portugal","Almada, Portugal",-9.1749189,38.7045139,Lisboa,Almada
978,Oitto,"Largo Picadeiro 8-A,Lisboa, Portugal","Almada, Portugal",-9.1421972,38.7090372,Lisboa,Almada
979,Jamie Oliver's Pizzeria,"Rua do Loreto 12,Lisboa, Portugal","Almada, Portugal",-9.1441511,38.7107513,Lisboa,Almada
980,Dote - Cais do Sodré,"R. Bernardino Costa 42,Lisboa, Portugal","Almada, Portugal",-9.1429892,38.706942,Lisboa,Almada
981,Restaurante do Clube Naval de Lisboa,"Av. Brasília - Doca de Belém - Edifício do Clube Naval de Lisboa,Lisboa, Portugal","Almada, Portugal",-9.1356411,38.70700836,Lisboa,Almada
982,Maria Escandalosa,"R. da Misericórdia 118,Lisboa, Portugal","Almada, Portugal",-9.14314526,38.71281847,Lisboa,Almada
983,Tonkotsu Rámen by Go Juu,"R. Fradesso da Silveira 53,Lisboa, Portugal","Almada, Portugal",-9.1758453,38.7044427,Lisboa,Almada
984,Bistro 100 Maneiras,"Largo da Trindade 9,Lisboa, Portugal","Almada, Portugal",-9.1429315,38.712098,Lisboa,Almada
985,Pizza Misura Spaguetteria,"R. da Misericórdia 105,Lisbon, Portugal","Almada, Portugal",-9.1431708,38.712267,Lisbon,Almada
986,Clube de Fado,"Rua de São João da Praça, 94,Lisboa, Portugal","Almada, Portugal",-9.1312084,38.7096261,Lisboa,Almada
987,Sabor Gaúcho,"Rua do Carmo 2, Loja 6.01, 1200-094,Lisboa, Portugal","Almada, Portugal",-9.1395811,38.7110545,Lisboa,Almada
988,Alberto's Bistro,"Rua dos Fanqueiros - 169,Lisbon, Portugal","Almada, Portugal",-9.1364105,38.7116257,Lisbon,Almada
989,Leve Leve Tapas Bar,"Travessa da Boa Hora, 39,Lisboa, Portugal","Almada, Portugal",-9.1449702,38.7137666,Lisboa,Almada
990,Marisqueira Azul - Praça do Comércio,"Praça do Comércio 70-71,Lisboa, Portugal","Almada, Portugal",-9.13549551,38.70748699,Lisboa,Almada
991,Shoes n Booze Bar,"Rua da Madalena - 68,Lisboa, Portugal","Almada, Portugal",-9.1349894,38.7098914,Lisboa,Almada
992,Outbêco Estrela,"Calçada da Estrela 35,Lisboa, Portugal","Almada, Portugal",-9.1533073,38.7113991,Lisboa,Almada
993,Guaka Lisboa,"R. de São Marçal 94,Lisboa, Portugal","Almada, Portugal",-9.15105135,38.71449116,Lisboa,Almada
994,A Praça,"R. Rodrigues de Faria 105,Lisboa, Portugal","Almada, Portugal",-9.1788196,38.7035081,Lisboa,Almada
995,Tapas N Friends - Chiado,"Calçada Nova de São Francisco nº14,Lisbon, Portugal","Almada, Portugal",-9.1400733,38.7102341,Lisbon,Almada
996,Visconti Chiado,"Largo Rafael Bordalo Pinheiro 18,Lisboa, Portugal","Almada, Portugal",-9.1418518,38.7115343,Lisboa,Almada
997,Rio Coura,"Rua Augusto Rosa - 30,Lisboa, Portugal","Almada, Portugal",-9.1320677,38.7102805,Lisboa,Almada
998,La Vita è Bella,"Rua da Prata 115,Lisboa, Portugal","Almada, Portugal",-9.1368737,38.7105222,Lisboa,Almada
999,Nosolo Italia - Belém,"Av Brasilia, 202,Lisboa, Portugal","Almada, Portugal",-50.26031887,-20.27733477,Lisboa,Almada
1000,Granja Velha,"R. dos Douradores 200,Lisboa, Portugal","Almada, Portugal",-9.1371972,38.7129371,Lisboa,Almada
1001,Bohemio da Ribeira,"Tv. Carvalho 27,Cais do Sodré, Portugal","Almada, Portugal",-9.1426922,38.7066076,Cais do Sodré,Almada
1002,Dois Arcos,"R. dos Douradores 163,Lisboa, Portugal","Almada, Portugal",-9.1373104,38.7128729,Lisboa,Almada
1003,Belém 2 a 8,"Rua de Belém - 2,Lisboa, Portugal","Almada, Portugal",-9.2018484,38.6973798,Lisboa,Almada
1004,Prato Fino,"Rua da Glória 47,Lisboa, Portugal","Almada, Portugal",-9.1442224,38.7167458,Lisboa,Almada
1005,Ramen Korner,"R. da Vitória 10,Lisboa, Portugal","Almada, Portugal",-9.136472,38.7113596,Lisboa,Almada
1006,Monte Mar - Lisboa,"R. da Cintura do Porto de Lisboa Armazém 65,Lisboa, Portugal","Almada, Portugal",-9.12390405,38.71208045,Lisboa,Almada
1007,Sakura Infante Santo,"Avenida Infante Santo - 60B,Lisbon, Portugal","Almada, Portugal",-9.1669991,38.7084755,Lisbon,Almada
1008,Sanskar Nepal,"R. Chagas 25,Lisboa, Portugal","Almada, Portugal",-9.1453489,38.7102858,Lisboa,Almada
1009,Quermesse,"Rua da Glória 85,Lisboa, Portugal","Almada, Portugal",-9.1446822,38.717061,Lisboa,Almada
